#P Bytes Seconds
2	8	0.0000006834422485
2	16	0.0000006834422485
2	32	0.0000006834422485
2	64	0.0000006834422485
2	128	0.0000006834422485
2	256	0.0000006834422485
2	512	0.0000006834422485
2	1024	0.0000006834422485
2	2048	0.000001786990519
2	4096	0.000002890538789
2	8192	0.000005097635329
2	16384	0.00000951182841
2	32768	0.00001834021457
2	65536	0.00003599698689
2	131072	0.00007131053154
2	262144	0.0001419376208
2	524288	0.0002831917994
2	1048576	0.0005657001566
2	2097152	0.001130716871
2	4194304	0.0022607503
2	8388608	0.004520817157
2	16777216	0.009040950872
2	33554432	0.0180812183
2	67108864	0.03616175316
2	134217728	0.07232282288
2	268435456	0.1446449623
2	536870912	0.2892892412
2	1073741824	0.5785777989
