#P Bytes Seconds
8	32	0.000002050326746
8	64	0.000002050326746
8	128	0.000002050326746
8	256	0.000002050326746
8	512	0.000002050326746
8	1024	0.000002050326746
8	2048	0.000005360971556
8	4096	0.000008671616367
8	8192	0.00001529290599
8	16384	0.00002853548523
8	32768	0.00005502064371
8	65536	0.0001079909607
8	131072	0.0002139315946
8	262144	0.0004258128625
8	524288	0.0008495753982
8	1048576	0.00169710047
8	2097152	0.003392150613
8	4194304	0.006782250899
8	8388608	0.01356245147
8	16777216	0.02712285261
8	33554432	0.0542436549
8	67108864	0.1084852595
8	134217728	0.2169684686
8	268435456	0.4339348869
8	536870912	0.8678677235
8	1073741824	1.735733397
